S No ,Medicine name,Salt Code,Salt name,Product ID,Product ID to be shown as Alternative,Note if same,Image link,Brand,MRP,Selling price,Discount,MRP of cheapest ,Savings ,Cheapest,Buy now button URL,Prescription required,Top Selling,Category,Sub Category,Packaging,Description,Storage,Side Effects,Precautions,Brand Code,Manufacturer address,Marketed by,Intro,Uses,Directions,Conten 4,Conten 5,Conten 6
102790,Agard Pc 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A102790,A140824,,,Health Guard India Pvt Ltd,46,36.8,20%,15,67%,No,Hi. Look Agard Pc 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,64,,Health Guard India Pvt Ltd,,,,d,e,f
152941,Race Mr Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A152941,A140824,,,Rhombus Pharma,48.63,38.9,20%,15,69%,No,Hi. Look Race Mr Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,122,"816/1, Pramukh Industrial Estate, Science city-rakanpur Road, Rakanpur-382721, Ta. Kalol, Dist. Gandhinagar. Gujarat , India",Rhombus Pharma,,,,d,e,f
101170,Acifact 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101170,A140824,,,Medico Healthcare,50,40,20%,15,70%,No,Hi. Look Acifact 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,792,,Medico Healthcare,,,,d,e,f
101218,Aciky Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101218,A140824,,,Chemo Health Care Pvt Ltd,82,40.9,50%,15,82%,No,Hi. Look Aciky Mr 100/325/250 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,377,,Chemo Health Care Pvt Ltd,,,,d,e,f
100665,Aceden 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100665,A140824,,,Bmw Pharmaco India Pvt. Ltd.,52,41.6,20%,15,71%,No,Hi. Look Aceden 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,32,,Bmw Pharmaco India Pvt. Ltd.,,,,d,e,f
100911,Acephar 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100911,A140824,,,Biophar Lifesciences Pvt Ltd,52,41.6,20%,15,71%,No,Hi. Look Acephar 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,298,,Biophar Lifesciences Pvt Ltd,,,,d,e,f
154795,Robodol Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A154795,A140824,,,Wings Biotech Ltd,52,41.6,20%,15,71%,No,Hi. Look Robodol Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1274,"Unit No. 61, Gold Line Business Centre, Link Road, Malad (West), near Chincholi Fire Station, Mumbai, Maharashtra 464",Wings Biotech Ltd,,,,d,e,f
101054,Acez Mr 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101054,A140824,,,Crest Pharma Pvt Ltd,52.37,41.9,20%,15,71%,No,Hi. Look Acez Mr 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,414,"HOUSE NO.- 34 ADARSH COLONY, KIDWAIPURI PATNA Patna BR 81 IN",Crest Pharma Pvt Ltd,,,,d,e,f
163285,Uniclof 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A163285,A140824,,,Unitech Healthcare Pvt.ltd,52.37,41.9,20%,15,71%,No,Hi. Look Uniclof 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1221,,Unitech Healthcare Pvt.ltd,,,,d,e,f
100903,Acepar Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100903,A140824,,,Allenge India,54,43.2,20%,15,72%,No,Hi. Look Acepar Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,13,,Allenge India,,,,d,e,f
101655,Aconfen Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101655,A140824,,,Aconwell Pharma Pvt Ltd,54,43.2,20%,15,72%,No,Hi. Look Aconfen Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,35,,Aconwell Pharma Pvt Ltd,,,,d,e,f
100575,Acebel Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100575,A140824,,,Blubell Pharma,55,44,20%,15,73%,No,Hi. Look Acebel Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,316,,Blubell Pharma,,,,d,e,f
100623,Aceclogesic 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100623,A140824,,,Nectar Biopharma Pvt Limited,55,44,20%,15,73%,No,Hi. Look Aceclogesic 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,858,"SCO 6-7-8, 1st Floor, Madhya Marg, Sector 9D, Chandigarh 169",Nectar Biopharma Pvt Limited,,,,d,e,f
100740,Acehawk Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100740,A140824,,,Blair Remedies Pvt Ltd,55,44,20%,15,73%,No,Hi. Look Acehawk Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,31,"First Floor, Nanhera Road, Kuldeep Nagar, Ambala Cantt (Haryana)",Blair Remedies Pvt Ltd,,,,d,e,f
100976,Acetal Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100976,A140824,,,Blubell Pharma,55,44,20%,15,73%,No,Hi. Look Acetal Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,316,,Blubell Pharma,,,,d,e,f
101071,Acezon Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101071,A140824,,,Maxnova Healthcare,55,44,20%,15,73%,No,Hi. Look Acezon Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,774,,Maxnova Healthcare,,,,d,e,f
147310,Odyflex-cz 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A147310,A140824,,,Austin Health Care,55,44,20%,15,73%,No,Hi. Look Odyflex-cz 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,22,,Austin Health Care,,,,d,e,f
151086,Polydol Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A151086,A140824,,,Curewin Pharmaceuticals Ltd,55,44,20%,15,73%,No,Hi. Look Polydol Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,427,,Curewin Pharmaceuticals Ltd,,,,d,e,f
151087,Polydol Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A151087,A140824,,,Curewin Pharmaceuticals Ltd,55,44,20%,15,73%,No,Hi. Look Polydol Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,427,,Curewin Pharmaceuticals Ltd,,,,d,e,f
158197,Stifen Mr 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A158197,A140824,,,Med Manor Organics Pvt Ltd.,55,44,20%,15,73%,No,Hi. Look Stifen Mr 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,782,"16-11-477/45, Shalivahana Nagar, Hanumannagar, Indira Nagar, Dilsukhnagar, Hyderabad, Telangana 536",Med Manor Organics Pvt Ltd.,,,,d,e,f
101076,Acezor 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101076,A140824,,,Sunlife Science Pvt Ltd,55.13,44.1,20%,15,73%,No,Hi. Look Acezor 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1142,,Sunlife Science Pvt Ltd,,,,d,e,f
154882,Rolod Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A154882,A140824,,,Tidal Laboratories Pvt Ltd,55.8,44.64,20%,15,73%,No,Hi. Look Rolod Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1187,"Unit Number A-11, Ghatkopar Industrial Estate, Off. Lal Bahadur Shastri Marg, Ghatkopar, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 486",Tidal Laboratories Pvt Ltd,,,,d,e,f
146912,Nusaid Mr 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A146912,A140824,,,Molekule (ind)pvt Ltd,56.2,44.96,20%,15,73%,No,Hi. Look Nusaid Mr 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,84,,Molekule (ind)pvt Ltd,,,,d,e,f
100645,Aceclowal Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100645,A140824,,,Wallace Pharmaceuticals Ltd.,90.75,45.3,50%,15,83%,No,Hi. Look Aceclowal Tablet Mr 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1257,,Wallace Pharmaceuticals Ltd.,,,,d,e,f
101525,Aclozox 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101525,A140824,,,Cure Quick Pharmaceuticals,56.67,45.34,20%,15,74%,No,Hi. Look Aclozox 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,424,,Cure Quick Pharmaceuticals,,,,d,e,f
127331,Elfenac Mr 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A127331,A140824,,,Apex Laboratories Ltd.,56.75,45.4,20%,15,74%,No,Hi. Look Elfenac Mr 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,16,"3RD FLOOR, SIDCO GARMENT COMPLEX GUINDY CHENNAI TAMIL NADU INDIA 632",Apex Laboratories Ltd.,,,,d,e,f
100787,Aceloflam Mr 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100787,A140824,,,Alkem Laboratories Ltd.,92,45.9,50%,15,84%,No,Hi. Look Aceloflam Mr 100/325/250 MG Tablet Mr 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Aceloflam Mr 1/325/25 MG Tablet Mr 1 Works
 
Aceloflam MR Tablet contains two pain relievers (aceclofenac and paracetamol) as well as a muscle relaxant (Chlorzoxazone). Painkillers function by preventing the production of particular chemical messengers in the brain that cause inflammation and pain (redness and swelling). The muscle relaxant acts on the brain and spinal cord's centres to reduce muscle stiffness and spasms, allowing muscles to move more freely.",,"Side effects of Aceloflam Mr 1/325/25 MG Tablet Mr 1
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse Effects of Aceloflam MR Tablet 
Nausea, 
Vomiting, 
Heartburn, 
Stomach pain, 
Diarrhea, 
Loss of appetite, 
Tiredness, 
Sleepiness",,99,"Alkem House, Senapati Bapat Marg, Lower Parel, Mumbai Maharashtra- 413",Alkem Laboratories Ltd.,"About Aceloflam Mr 1/325/25 MG Tablet Mr 1
 
Aceloflam MR Tablet is a combination medicine used to treat muscle discomfort. It works by preventing the production of chemical messengers responsible for pain, inflammation, and fever. This promotes muscle movement while also providing pain and discomfort relief.
Aceloflam MR Tablet should be taken with or without food. The dosage and length of treatment will be determined by the severity of your problem. Even if you feel better, you should remain taking the prescription until your doctor says It is okay to stop.","Uses of Aceloflam Mr 1/325/25 MG Tablet Mr 1
 
Aceloflam MR Tablet is used in the treatment of Muscular pain","Directions to use Aceloflam Mr 1/325/25 MG Tablet Mr 1
 
Follow your doctor's instructions on the dosage and duration of Aceloflam MR Tablet . Take it all in at once. It should not be chewed, crushed, or broken. Aceloflam MR Tablet can be taken with or without meals, however it is best if you take it at the same time every day.",d,e,f
100465,Acaflam 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100465,A140824,,,Welkind Pharma,57.5,46,20%,15,74%,No,Hi. Look Acaflam 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1265,,Welkind Pharma,,,,d,e,f
103321,Alclef Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A103321,A140824,,,Biomorph Lifesciences,58,46.4,20%,15,74%,No,Hi. Look Alclef Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,294,,Biomorph Lifesciences,,,,d,e,f
123613,Cyka Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A123613,A140824,,,Afive Pharma,58,46.4,20%,15,74%,No,Hi. Look Cyka Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,61,"S.C.O No-228, Top Floor, Sector-4 D, Chandigarh-164",Afive Pharma,,,,d,e,f
100572,Aceact Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100572,A140824,,,Active Healthcare,59,47.2,20%,15,75%,No,Hi. Look Aceact Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,37,"Acid Mill Compound Ranmukteshwar, Temple Road, Pratap Nagar, Vadodara, Gujarat 394",Active Healthcare,,,,d,e,f
106788,Aptflam Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A106788,A140824,,,Elkos Healthcare Pvt Ltd,59,47.2,20%,15,75%,No,Hi. Look Aptflam Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,494,,Elkos Healthcare Pvt Ltd,,,,d,e,f
155678,Rumatin 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A155678,A140824,,,Noel Pharmaceuticals,59,47.2,20%,15,75%,No,Hi. Look Rumatin 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,878,"C-1 DALIA INDL.ESTATE,OFF NEW LINK ROAD, ANDHERI WEST, MUMBAI MH 453 IN",Noel Pharmaceuticals,,,,d,e,f
153543,Reclofen Mr Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A153543,A140824,,,Queen Pharmaceuticals,59.05,47.24,20%,15,75%,No,Hi. Look Reclofen Mr Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,987,"Jamal Sonu Terrace No.42/1 Loganathan Nagar First Street, 1 Feet Road, Choolaimedu Chennai Chennai TN 694 IN",Queen Pharmaceuticals,,,,d,e,f
109160,Avifenac Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A109160,A140824,,,Avail Healthcare,59.45,47.56,20%,15,75%,No,Hi. Look Avifenac Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,222,"HEAD OFFICE - 39, ND, MANIMAJRA, CHANDIGARH, 1611 CORPORATE OFFICE - F-387, 1ST FLOOR, PHASE - 1 TRANSPORT NAGAR, LUCKNOW PIN NO-22612 (U.P)",Avail Healthcare,,,,d,e,f
100757,Acekol 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100757,A140824,,,Healthkey Lifescience Pvt. Ltd.,60,48,20%,15,75%,No,Hi. Look Acekol 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,65,,Healthkey Lifescience Pvt. Ltd.,,,,d,e,f
100858,Acenil 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100858,A140824,,,Nilrise Pharmaceuticals Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Acenil 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,873,,Nilrise Pharmaceuticals Pvt Ltd,,,,d,e,f
100864,Acenip  100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A100864,A140824,,,Divine Lifecare Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Acenip  100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,452,,Divine Lifecare Pvt Ltd,,,,d,e,f
101042,Acewell 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101042,A140824,,,Cadwell Pharma Private Limited,60,48,20%,15,75%,No,Hi. Look Acewell 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,345,,Cadwell Pharma Private Limited,,,,d,e,f
101069,Acezol 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101069,A140824,,,Maksun Biotech Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Acezol 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,76,"FIRST FLOOR,NANHERA ROAD, KULDEEP NAGAR,AMBALA CANTT 1334 (HARYANA). INDIA",Maksun Biotech Pvt Ltd,,,,d,e,f
101417,Aclocas Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101417,A140824,,,Casca Remedies Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Aclocas Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,361,,Casca Remedies Pvt Ltd,,,,d,e,f
101441,Acloled Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A101441,A140824,,,Universal Micro Sciences,60,48,20%,15,75%,No,Hi. Look Acloled Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1226,AMR ARCADE 2ND FLOOR UDAPPA GARDEN JALAHALLI CROSS BANGALORE PIN NO:-5657,Universal Micro Sciences,,,,d,e,f
102262,Adilo 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A102262,A140824,,,Gadin Pharmaceuticals Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Adilo 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,551,FIRST FLOOR SCF 495 MOTOR MARKET MANIMAJRA Chandigarh CH 1611 IN,Gadin Pharmaceuticals Pvt Ltd,,,,d,e,f
102537,Aece 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A102537,A140824,,,Aadi Health Care,60,48,20%,15,75%,No,Hi. Look Aece 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,3,,Aadi Health Care,,,,d,e,f
102588,Aelonac 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A102588,A140824,,,Aelida Healthcare,60,48,20%,15,75%,No,Hi. Look Aelonac 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,56,,Aelida Healthcare,,,,d,e,f
107665,Asier Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A107665,A140824,,,Alisier Drugs Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Asier Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,95,,Alisier Drugs Pvt Ltd,,,,d,e,f
109111,Avgesic 100/325/250 MG Tablet Mr 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A109111,A140824,,,Accuminn Labs,60,48,20%,15,75%,No,Hi. Look Avgesic 100/325/250 MG Tablet Mr 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,28,"Shop No.6, 2nd ",Accuminn Labs,,,,d,e,f
117894,Ceklif Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A117894,A140824,,,Positif Life Sciences,60,48,20%,15,75%,No,Hi. Look Ceklif Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,961,,Positif Life Sciences,,,,d,e,f
122272,Corace Mr 100/325/250 MG Tablet 10,54,ACECLOFENAC (100 MG) + CHLORZOXAZONE (250 MG) + PARACETAMOL/ACETAMINOPHEN (325 MG),A122272,A140824,,,Labcorp India Pvt Ltd,60,48,20%,15,75%,No,Hi. Look Corace Mr 100/325/250 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,716,"S.C.F 51, 1st ",Labcorp India Pvt Ltd,,,,d,e,f
